0,3,2,0,1,3,1,0,2,1,3,0,2,0,3,2,3,2,3,2,1,0,1,3,0,1,0,2,1,3,3,28
0,3,2,0,1,3,1,0,2,3,0,1,3,2,0,3,1,1,2,1,0,2,0,1,3,0,2,1,3,2,2,29
0,3,2,1,3,0,0,2,1,0,2,1,1,2,3,2,0,0,1,3,2,0,1,2,3,1,2,3,0,1,0,32
0,3,2,1,3,0,0,2,1,1,0,2,2,3,1,3,2,1,3,0,3,2,2,3,1,3,1,2,2,0,3,31
0,3,2,1,3,0,0,2,1,2,1,0,3,1,2,0,3,3,0,2,0,3,3,1,2,2,3,1,1,2,1,30
0,3,2,3,0,1,2,1,0,1,2,3,2,1,0,0,1,2,1,1,2,3,0,3,2,3,0,1,0,2,3,35
0,3,2,3,0,1,2,1,0,2,3,1,0,2,1,1,3,0,2,2,3,1,2,0,3,0,1,3,2,3,1,33
0,3,2,3,0,1,2,1,0,3,1,2,1,0,2,3,0,1,0,3,1,2,3,2,0,1,3,0,3,0,2,34
0,0,2,1,2,3,2,0,3,1,2,3,1,0,2,1,3,1,3,2,0,3,1,2,3,3,2,0,3,1,1,9
0,0,2,1,2,3,2,0,3,2,3,1,2,1,0,3,0,0,1,0,3,2,3,1,2,2,0,3,1,0,0,10
0,0,2,1,2,3,2,0,3,3,1,2,0,2,1,0,1,3,0,3,2,0,2,3,1,0,3,2,0,3,2,11
0,0,2,2,3,1,0,3,2,0,3,2,1,3,0,2,1,3,1,2,1,0,0,1,3,3,0,1,2,3,2,17
0,0,2,2,3,1,0,3,2,2,0,3,3,0,1,0,2,1,2,0,2,1,1,3,0,1,3,0,0,2,1,15
0,0,2,2,3,1,0,3,2,3,2,0,0,1,3,1,0,2,3,1,0,2,3,0,1,0,1,3,3,0,3,16
0,0,2,3,1,2,3,2,0,0,1,3,2,0,3,3,1,3,2,1,3,0,1,0,2,1,2,3,2,0,1,13
0,0,2,3,1,2,3,2,0,1,3,0,3,2,0,1,2,0,3,3,0,1,2,1,0,2,3,1,0,1,3,14
0,0,2,3,1,2,3,2,0,3,0,1,0,3,2,2,3,2,0,0,1,3,0,2,1,3,1,2,1,2,0,12
0,1,1,0,0,0,2,2,2,0,0,0,2,2,2,1,1,3,3,3,3,3,3,3,3,1,1,1,0,0,2,4
0,1,1,0,0,0,2,2,2,1,1,1,0,0,0,2,2,1,1,0,0,0,2,2,2,3,3,3,3,3,3,5
0,1,1,0,0,0,2,2,2,3,3,3,3,3,3,3,3,0,0,2,2,2,1,1,1,0,0,0,2,2,1,3
0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
0,1,1,1,1,1,1,1,1,2,2,2,0,0,0,3,3,3,3,2,2,2,0,0,0,2,2,2,0,0,3,1
0,1,1,1,1,1,1,1,1,3,3,3,2,2,2,0,0,2,2,0,0,0,3,3,3,3,3,3,2,2,0,2
0,1,1,3,3,3,0,0,0,0,0,0,1,1,1,3,3,2,2,2,2,2,2,2,2,1,1,1,3,3,0,8
0,1,1,3,3,3,0,0,0,1,1,1,3,3,3,0,0,1,1,3,3,3,0,0,0,2,2,2,2,2,2,7
0,1,1,3,3,3,0,0,0,2,2,2,2,2,2,2,2,0,0,1,1,1,3,3,3,0,0,0,1,1,3,6
0,2,3,0,2,1,1,3,0,0,1,3,3,2,0,2,3,0,2,1,2,3,3,2,0,2,0,3,3,1,2,31
0,2,3,0,2,1,1,3,0,1,3,0,0,3,2,3,1,1,0,2,3,1,0,3,2,0,3,2,1,0,1,32
0,2,3,0,2,1,1,3,0,3,0,1,2,0,3,1,2,2,1,3,1,2,2,0,3,3,2,0,0,3,0,30
0,2,3,1,0,2,0,1,3,0,2,1,3,1,2,3,2,3,2,3,0,1,0,2,1,0,1,3,0,2,2,28
0,2,3,1,0,2,0,1,3,1,0,2,1,2,3,0,3,2,0,1,3,0,2,1,0,3,0,1,3,0,1,27
0,2,3,1,0,2,0,1,3,2,1,0,2,3,1,2,0,0,3,0,1,3,1,0,2,1,3,0,2,3,3,29
0,2,3,2,1,0,3,0,1,0,3,2,3,0,1,1,0,3,0,0,3,2,1,2,3,2,1,0,1,3,2,35
0,2,3,2,1,0,3,0,1,2,0,3,0,1,3,2,1,0,1,2,0,3,2,3,1,0,2,1,2,1,3,34
0,2,3,2,1,0,3,0,1,3,2,0,1,3,0,0,2,1,3,3,2,0,3,1,2,1,0,2,3,2,0,33
0,3,0,0,3,2,2,3,1,1,2,3,0,2,1,3,0,3,2,0,1,3,2,1,0,0,2,1,1,3,0,19
0,3,0,0,3,2,2,3,1,2,3,1,1,0,2,0,1,0,3,1,3,0,0,2,1,2,1,0,3,2,3,18
0,3,0,0,3,2,2,3,1,3,1,2,2,1,0,1,3,2,0,3,0,1,1,0,2,1,0,2,2,1,2,20
0,3,0,2,0,3,1,2,3,0,3,2,0,1,3,0,2,1,0,1,2,3,2,0,3,1,2,3,1,2,3,25
0,3,0,2,0,3,1,2,3,2,0,3,1,3,0,1,0,0,2,3,1,2,0,3,2,3,1,2,0,1,1,24
0,3,0,2,0,3,1,2,3,3,2,0,3,0,1,2,1,2,1,2,3,1,3,2,0,2,3,1,2,0,0,26
0,3,0,3,2,0,3,1,2,0,2,1,2,3,1,0,3,3,1,1,0,2,1,3,0,0,3,2,3,1,0,21
0,3,0,3,2,0,3,1,2,1,0,2,3,1,2,2,0,1,2,2,1,0,3,0,1,2,0,3,0,3,1,23
0,3,0,3,2,0,3,1,2,2,1,0,1,2,3,3,2,2,3,0,2,1,0,1,3,3,2,0,1,0,2,22
1,0,3,0,1,3,0,2,1,1,2,3,2,1,0,0,1,1,0,3,1,2,3,2,0,0,1,3,2,3,1,22
1,0,3,0,1,3,0,2,1,2,3,1,0,2,1,1,3,2,1,1,2,3,0,3,2,1,3,0,3,0,2,23
1,0,3,0,1,3,0,2,1,3,1,2,1,0,2,3,0,0,2,2,3,1,2,0,3,3,0,1,0,2,3,21
1,0,3,1,3,0,2,1,0,0,1,3,0,3,2,1,2,1,2,1,0,2,0,1,3,1,0,2,1,3,3,26
1,0,3,1,3,0,2,1,0,1,3,0,2,0,3,2,3,3,1,0,2,1,3,0,1,0,2,1,3,2,2,24
1,0,3,1,3,0,2,1,0,3,0,1,3,2,0,3,1,2,3,2,1,0,1,3,0,2,1,0,2,1,0,25
1,0,3,3,0,1,1,0,2,0,2,1,1,2,3,2,0,1,3,0,3,2,2,3,1,2,3,1,1,2,1,20
1,0,3,3,0,1,1,0,2,1,0,2,2,3,1,3,2,3,0,2,0,3,3,1,2,1,2,3,0,1,0,18
1,0,3,3,0,1,1,0,2,2,1,0,3,1,2,0,3,0,1,3,2,0,1,2,3,3,1,2,2,0,3,19
1,1,0,1,2,3,0,3,2,0,1,3,2,0,3,3,1,2,0,0,1,3,0,2,1,2,3,1,0,1,3,33
1,1,0,1,2,3,0,3,2,1,3,0,3,2,0,1,2,3,2,1,3,0,1,0,2,3,1,2,1,2,0,34
1,1,0,1,2,3,0,3,2,3,0,1,0,3,2,2,3,0,3,3,0,1,2,1,0,1,2,3,2,0,1,35
1,1,0,2,3,1,3,2,0,1,2,3,1,0,2,1,3,3,0,3,2,0,2,3,1,2,0,3,1,0,0,29
1,1,0,2,3,1,3,2,0,2,3,1,2,1,0,3,0,1,3,2,0,3,1,2,3,0,3,2,0,3,2,27
1,1,0,2,3,1,3,2,0,3,1,2,0,2,1,0,1,0,1,0,3,2,3,1,2,3,2,0,3,1,1,28
1,1,0,3,1,2,2,0,3,0,3,2,1,3,0,2,1,1,2,0,2,1,1,3,0,0,1,3,3,0,3,30
1,1,0,3,1,2,2,0,3,2,0,3,3,0,1,0,2,2,3,1,0,2,3,0,1,3,0,1,2,3,2,32
1,1,0,3,1,2,2,0,3,3,2,0,0,1,3,1,0,3,1,2,1,0,0,1,3,1,3,0,0,2,1,31
1,2,2,0,0,0,3,3,3,1,1,1,1,1,1,1,1,3,3,2,2,2,0,0,0,3,3,3,2,2,0,6
1,2,2,0,0,0,3,3,3,2,2,2,0,0,0,3,3,2,2,0,0,0,3,3,3,1,1,1,1,1,1,7
1,2,2,0,0,0,3,3,3,3,3,3,2,2,2,0,0,1,1,1,1,1,1,1,1,2,2,2,0,0,3,8
1,2,2,2,2,2,2,2,2,0,0,0,1,1,1,3,3,1,1,3,3,3,0,0,0,0,0,0,1,1,3,2
1,2,2,2,2,2,2,2,2,1,1,1,3,3,3,0,0,0,0,1,1,1,3,3,3,1,1,1,3,3,0,1
1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0
1,2,2,3,3,3,1,1,1,0,0,0,0,0,0,0,0,3,3,1,1,1,2,2,2,3,3,3,1,1,2,3
1,2,2,3,3,3,1,1,1,2,2,2,3,3,3,1,1,2,2,3,3,3,1,1,1,0,0,0,0,0,0,5
1,2,2,3,3,3,1,1,1,3,3,3,1,1,1,2,2,0,0,0,0,0,0,0,0,2,2,2,3,3,1,4
1,3,1,0,2,1,0,1,3,0,3,2,3,0,1,1,0,1,3,3,2,0,3,1,2,0,2,1,2,1,3,12
1,3,1,0,2,1,0,1,3,2,0,3,0,1,3,2,1,3,0,0,3,2,1,2,3,1,0,2,3,2,0,14
1,3,1,0,2,1,0,1,3,3,2,0,1,3,0,0,2,0,1,2,0,3,2,3,1,2,1,0,1,3,2,13
1,3,1,1,0,2,3,0,1,0,1,3,3,2,0,2,3,1,0,2,3,1,0,3,2,3,2,0,0,3,0,16
1,3,1,1,0,2,3,0,1,1,3,0,0,3,2,3,1,2,1,3,1,2,2,0,3,2,0,3,3,1,2,15
1,3,1,1,0,2,3,0,1,3,0,1,2,0,3,1,2,0,2,1,2,3,3,2,0,0,3,2,1,0,1,17
1,3,1,2,1,0,1,3,0,0,2,1,3,1,2,3,2,0,3,0,1,3,1,0,2,3,0,1,3,0,1,11
1,3,1,2,1,0,1,3,0,1,0,2,1,2,3,0,3,3,2,3,0,1,0,2,1,1,3,0,2,3,3,10
1,3,1,2,1,0,1,3,0,2,1,0,2,3,1,2,0,2,0,1,3,0,2,1,0,0,1,3,0,2,2,9
1,0,1,0,3,2,1,2,3,0,2,1,2,3,1,0,3,2,3,0,2,1,0,1,3,2,0,3,0,3,1,34
1,0,1,0,3,2,1,2,3,1,0,2,3,1,2,2,0,3,1,1,0,2,1,3,0,3,2,0,1,0,2,33
1,0,1,0,3,2,1,2,3,2,1,0,1,2,3,3,2,1,2,2,1,0,3,0,1,0,3,2,3,1,0,35
1,0,1,2,0,3,3,1,2,1,2,3,0,2,1,3,0,0,3,1,3,0,0,2,1,1,0,2,2,1,2,30
1,0,1,2,0,3,3,1,2,2,3,1,1,0,2,0,1,2,0,3,0,1,1,0,2,0,2,1,1,3,0,31
1,0,1,2,0,3,3,1,2,3,1,2,2,1,0,1,3,3,2,0,1,3,2,1,0,2,1,0,3,2,3,32
1,0,1,3,2,0,2,3,1,0,3,2,0,1,3,0,2,2,1,2,3,1,3,2,0,3,1,2,0,1,1,29
1,0,1,3,2,0,2,3,1,2,0,3,1,3,0,1,0,1,0,1,2,3,2,0,3,2,3,1,2,0,0,28
1,0,1,3,2,0,2,3,1,3,2,0,3,0,1,2,1,0,2,3,1,2,0,3,2,1,2,3,1,2,3,27
1,1,2,0,2,1,3,0,1,0,2,1,3,1,2,3,2,2,0,1,3,0,2,1,0,1,3,0,2,3,3,24
1,1,2,0,2,1,3,0,1,1,0,2,1,2,3,0,3,0,3,0,1,3,1,0,2,0,1,3,0,2,2,26
1,1,2,0,2,1,3,0,1,2,1,0,2,3,1,2,0,3,2,3,0,1,0,2,1,3,0,1,3,0,1,25
1,1,2,1,0,2,1,3,0,0,3,2,3,0,1,1,0,0,1,2,0,3,2,3,1,1,0,2,3,2,0,22
1,1,2,1,0,2,1,3,0,2,0,3,0,1,3,2,1,1,3,3,2,0,3,1,2,2,1,0,1,3,2,21
1,1,2,1,0,2,1,3,0,3,2,0,1,3,0,0,2,3,0,0,3,2,1,2,3,0,2,1,2,1,3,23
1,1,2,2,1,0,0,1,3,0,1,3,3,2,0,2,3,2,1,3,1,2,2,0,3,0,3,2,1,0,1,18
1,1,2,2,1,0,0,1,3,1,3,0,0,3,2,3,1,0,2,1,2,3,3,2,0,3,2,0,0,3,0,20
1,1,2,2,1,0,0,1,3,3,0,1,2,0,3,1,2,1,0,2,3,1,0,3,2,2,0,3,3,1,2,19
1,2,0,0,1,3,2,1,0,0,2,1,1,2,3,2,0,3,0,2,0,3,3,1,2,3,1,2,2,0,3,15
1,2,0,0,1,3,2,1,0,1,0,2,2,3,1,3,2,0,1,3,2,0,1,2,3,2,3,1,1,2,1,16
1,2,0,0,1,3,2,1,0,2,1,0,3,1,2,0,3,1,3,0,3,2,2,3,1,1,2,3,0,1,0,17
1,2,0,1,3,0,1,0,2,1,2,3,2,1,0,0,1,0,2,2,3,1,2,0,3,1,3,0,3,0,2,12
1,2,0,1,3,0,1,0,2,2,3,1,0,2,1,1,3,1,0,3,1,2,3,2,0,3,0,1,0,2,3,13
1,2,0,1,3,0,1,0,2,3,1,2,1,0,2,3,0,2,1,1,2,3,0,3,2,0,1,3,2,3,1,14
1,2,0,3,0,1,0,2,1,0,1,3,0,3,2,1,2,2,3,2,1,0,1,3,0,0,2,1,3,2,2,10
1,2,0,3,0,1,0,2,1,1,3,0,2,0,3,2,3,1,2,1,0,2,0,1,3,2,1,0,2,1,0,11
1,2,0,3,0,1,0,2,1,3,0,1,3,2,0,3,1,3,1,0,2,1,3,0,1,1,0,2,1,3,3,9
1,3,3,1,1,1,2,2,2,0,0,0,0,0,0,0,0,2,2,3,3,3,1,1,1,2,2,2,3,3,1,6
1,3,3,1,1,1,2,2,2,2,2,2,3,3,3,1,1,0,0,0,0,0,0,0,0,3,3,3,1,1,2,8
1,3,3,1,1,1,2,2,2,3,3,3,1,1,1,2,2,3,3,1,1,1,2,2,2,0,0,0,0,0,0,7
1,3,3,2,2,2,0,0,0,1,1,1,1,1,1,1,1,2,2,0,0,0,3,3,3,2,2,2,0,0,3,3
1,3,3,2,2,2,0,0,0,2,2,2,0,0,0,3,3,1,1,1,1,1,1,1,1,3,3,3,2,2,0,4
1,3,3,2,2,2,0,0,0,3,3,3,2,2,2,0,0,3,3,2,2,2,0,0,0,1,1,1,1,1,1,5
1,3,3,3,3,3,3,3,3,0,0,0,2,2,2,1,1,1,1,0,0,0,2,2,2,0,0,0,2,2,1,1
1,3,3,3,3,3,3,3,3,1,1,1,0,0,0,2,2,0,0,2,2,2,1,1,1,1,1,1,0,0,2,2
1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,0
